20 18
0.800000000000000 1.00000000000000 1.20000000000000
1.40000000000000 1.80000000000000 2.20000000000000
2.60000000000000 3.00000000000000 3.60000000000000
4.20000000000000 4.80000000000000 5.40000000000000
6.10000000000000 6.90000000000000 7.70000000000000
8.50000000000000 9.30000000000000 10.1000000000000
10.9000000000000 11.7000000000000
1.10000000000000 1.30000000000000 1.50000000000000
1.70000000000000 2.10000000000000 2.50000000000000
2.90000000000000 3.30000000000000 3.70000000000000
4.30000000000000 4.90000000000000 5.50000000000000
6.30000000000000 7.10000000000000 7.90000000000000
8.70000000000000 9.50000000000000 10.3000000000000
020202 -99.85209820 -99.54549860
  F,  0.301853144278E+00,  0.569275675657E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.423341600000E+00,  0.000000000000E+00,  0.000000000000E+00
020204 -99.98432450 -99.67162119
  F,  0.489309624550E+00,  0.578344585438E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.423341600000E+00,  0.000000000000E+00,  0.000000000000E+00
020207 -100.05005982 -99.72985020
   F,  0.751687293548E+00,  0.480648879429E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.423341600000E+00,  0.000000000000E+00,  0.000000000000E+00
020210 -100.07717567 -99.75430431
  F,  0.938104908595E+00,  0.271759040131E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.423341600000E+00,  0.000000000000E+00,  0.000000000000E+00
020402 -100.02174047 -99.71500185
  F,  0.356244307893E+00,  0.555813389339E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.529177000000E+00,  0.000000000000E+00,  0.000000000000E+00
020404 -100.15714370 -99.84274048
   F,  0.551758180638E+00,  0.581656539591E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.529177000000E+00,  0.000000000000E+00,  0.000000000000E+00
020407 -100.22032330 -99.89905101
   F,  0.833166042761E+00,  0.496412028107E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.529177000000E+00,  0.000000000000E+00,  0.000000000000E+00
020410 -100.24877517 -99.92680652
   F,  0.103700800064E+01,  0.284502925397E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.529177000000E+00,  0.000000000000E+00,  0.000000000000E+00
020603 -100.20845001 -99.89798597
   F,  0.492968133810E+00,  0.564497711431E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.635012400000E+00,  0.000000000000E+00,  0.000000000000E+00
020605 -100.28103437 -99.96299142
   F,  0.683797473651E+00,  0.580046770836E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.635012400000E+00,  0.000000000000E+00,  0.000000000000E+00
020608 -100.32887971 -100.00801616
   F,  0.953788955400E+00,  0.487047993010E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.635012400000E+00,  0.000000000000E+00,  0.000000000000E+00
020611 -100.35248763 -100.03272289
  F,  0.114706336580E+01,  0.276835778383E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.635012400000E+00,  0.000000000000E+00,  0.000000000000E+00
020803 -100.28131450 -99.97071540
  F,  0.545632428623E+00,  0.548384170583E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.740847800000E+00,  0.000000000000E+00,  0.000000000000E+00
020805 -100.34807818 -100.02941761
   F,  0.744215436374E+00,  0.582084958398E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.740847800000E+00,  0.000000000000E+00,  0.000000000000E+00
020808 -100.39527307 -100.07587524
   F,  0.103383729699E+01,  0.502982499121E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.740847800000E+00,  0.000000000000E+00,  0.000000000000E+00
020811 -100.41765865 -100.10047215
  F,  0.124551693573E+01,  0.290074651095E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.740847800000E+00,  0.000000000000E+00,  0.000000000000E+00
021003 -100.34733961 -100.03933509
  F,  0.613810232271E+00,  0.473403508012E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.952518600000E+00,  0.000000000000E+00,  0.000000000000E+00
021005 -100.41312363 -100.09582883
  F,  0.789511202181E+00,  0.558804821046E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.952518600000E+00,  0.000000000000E+00,  0.000000000000E+00
021007 -100.44690317 -100.12849797
   F,  0.983572327772E+00,  0.581265778934E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.952518600000E+00,  0.000000000000E+00,  0.000000000000E+00
021010 -100.47796821 -100.16322493
   F,  0.126131532952E+01,  0.493435729964E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.952518600000E+00,  0.000000000000E+00,  0.000000000000E+00
021013 -100.49137787 -100.17933368
  F,  0.146172542409E+01,  0.282033065558E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.952518600000E+00,  0.000000000000E+00,  0.000000000000E+00
021202 -100.07919574 -99.77803670
  F,  0.590938026453E+00,  0.101079683885E+00,  0.000000000000E+00
  H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
  H,  0.116418940000E+01,  0.000000000000E+00,  0.000000000000E+00
021204 -100.31722922 -100.01315984
   F,  0.660080602392E+00,  0.291047350000E+00,  0.000000000000E+00
   H,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
   H,  0.116418940000E+01,  0.000000000000E+00,  0.000000000000E+00
